-1.518711185455322266e+01,8.095896911621093750e+01,-6.901885986328125000e+01
-3.689468002319335938e+01,1.042111873626708984e+01,-2.974483108520507812e+01
1.626156044006347656e+01,-1.718218536376953125e+02,2.940613555908203125e+01
6.353241443634033203e+00,-1.388297576904296875e+02,-2.358414077758789062e+01
-9.252270698547363281e+00,7.347474670410156250e+01,-2.769417285919189453e+00
1.280108337402343750e+02,-5.138322830200195312e+01,5.951591491699218750e+01
1.058927001953125000e+02,2.219016838073730469e+01,1.255342006683349609e+01
2.901376914978027344e+01,6.951727294921875000e+01,-1.084660263061523438e+02
9.518601989746093750e+01,-7.883744049072265625e+01,2.597400665283203125e+01
-9.099462509155273438e+00,1.092510604858398438e+02,9.175688171386718750e+01
-1.278404235839843750e+02,-5.541775512695312500e+01,-6.030884933471679688e+01
-7.874566650390625000e+01,-1.494904994964599609e+01,3.209940338134765625e+01
-7.458573150634765625e+01,-2.200515556335449219e+01,8.148762512207031250e+01
-7.593667602539062500e+01,5.175173187255859375e+01,4.022056579589843750e+00
2.681124114990234375e+01,1.117827758789062500e+02,1.141187095642089844e+01
9.803349971771240234e-01,-1.441775989532470703e+01,1.351607799530029297e+01
1.229318084716796875e+02,-3.993207931518554688e+01,4.039861202239990234e+00
2.190070629119873047e+00,2.679581069946289062e+01,-5.644577407836914062e+01
5.790003204345703125e+01,-2.458573150634765625e+01,3.481385421752929688e+01
-4.451624679565429688e+01,3.394105911254882812e+01,-7.395977783203125000e+01
3.795003890991210938e+01,6.948320007324218750e+01,-1.341649818420410156e+01
2.167585182189941406e+01,-6.329070663452148438e+01,2.287656021118164062e+01
-3.364109039306640625e+01,-1.455230102539062500e+02,6.372481822967529297e+00
2.456928825378417969e+01,-8.504593658447265625e+01,8.927397918701171875e+01
1.356621456146240234e+01,1.398644256591796875e+02,6.030200576782226562e+01
-2.755269050598144531e+01,-5.717135620117187500e+01,-5.594971466064453125e+01
1.565275382995605469e+01,1.763755493164062500e+02,1.722022628784179688e+01
-8.229052543640136719e+00,1.357715606689453125e+02,-2.892992591857910156e+01
3.050615501403808594e+01,6.210742568969726562e+01,4.556997680664062500e+01
3.090602636337280273e+00,-3.436836624145507812e+01,6.244857788085937500e+01
-4.120074081420898438e+01,-5.796669387817382812e+01,6.683956623077392578e+00
5.674574661254882812e+01,-6.276380157470703125e+01,-1.886390304565429688e+01
-7.792584991455078125e+01,-6.596226501464843750e+01,-2.831367301940917969e+01
-8.893957519531250000e+01,7.242875671386718750e+01,-3.697986221313476562e+01
-2.424709081649780273e+00,-3.582321929931640625e+01,-1.400423278808593750e+02
-8.670355987548828125e+01,5.149878311157226562e+01,7.448151397705078125e+01
